Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
jitwatch,org.adoptopenjdk.jitwatch.model.assembly,AssemblyInstruction,toString,Complex Method,Cyclomatic complexity of the method is 10,149
jitwatch,org.adoptopenjdk.jitwatch.model.assembly,AssemblyInstruction,toString,Magic Number,The method contains a magic number: 16,149
jitwatch,org.adoptopenjdk.jitwatch.model.assembly,AssemblyInstruction,toString,Magic Number,The method contains a magic number: 2,149
jitwatch,org.adoptopenjdk.jitwatch.model.assembly,AssemblyInstruction,toString,Complex Method,Cyclomatic complexity of the method is 10,226
jitwatch,org.adoptopenjdk.jitwatch.model.assembly,AssemblyInstruction,toString,Magic Number,The method contains a magic number: 16,226
jitwatch,org.adoptopenjdk.jitwatch.model.assembly,AssemblyInstruction,toString,Magic Number,The method contains a magic number: 2,226
jitwatch,org.adoptopenjdk.jitwatch.model.assembly,AssemblyLabels,instructionToLabel,Empty catch clause,The method has an empty catch block.,56
jitwatch,org.adoptopenjdk.jitwatch.model.assembly,AssemblyLabels,formatAddress,Magic Number,The method contains a magic number: 18,90
jitwatch,org.adoptopenjdk.jitwatch.model.assembly,AssemblyLabels,formatAddress,Magic Number,The method contains a magic number: 16,90
jitwatch,org.adoptopenjdk.jitwatch.model.assembly,AssemblyProcessor,handleLine,Complex Conditional,"The conditional expression line.startsWith(NATIVE_CODE_START) || line.startsWith(""Compiled method"") || line.startsWith(""----------------------------------------------------------------------"") is complex.",71
jitwatch,org.adoptopenjdk.jitwatch.model.assembly,AssemblyProcessor,handleLine,Complex Method,Cyclomatic complexity of the method is 24,71
jitwatch,org.adoptopenjdk.jitwatch.model.assembly,AssemblyProcessor,handleLine,Long Statement,"The length of the statement ""if (line.startsWith(NATIVE_CODE_START) || line.startsWith(""Compiled method"") || line.startsWith(""----------------------------------------------------------------------"")) {"" is 172.",71
jitwatch,org.adoptopenjdk.jitwatch.model.assembly,AssemblyProcessor,attachAssemblyToMembers,Complex Method,Cyclomatic complexity of the method is 10,260
jitwatch,org.adoptopenjdk.jitwatch.model.assembly,AssemblyReference,lookupMnemonic,Complex Conditional,"The conditional expression mnemonic.endsWith(""b"") || mnemonic.endsWith(""w"") || mnemonic.endsWith(""l"")|| mnemonic.endsWith(""q"") is complex.",128
jitwatch,org.adoptopenjdk.jitwatch.model.assembly,AssemblyUtil,getValueFromAddress,Magic Number,The method contains a magic number: 16,23
jitwatch,org.adoptopenjdk.jitwatch.model.assembly,AssemblyUtil,getParserForArchitecture,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@4e54b64f,46
jitwatch,org.adoptopenjdk.jitwatch.model.assembly,IAssemblyParser,parseInstruction,Long Parameter List,The method has 5 parameters. ,14
jitwatch,org.adoptopenjdk.jitwatch.model.assembly.arm,AssemblyParserARM,createInstruction,Complex Method,Cyclomatic complexity of the method is 10,47
jitwatch,org.adoptopenjdk.jitwatch.model.assembly.arm,AssemblyParserARM,createInstruction,Magic Number,The method contains a magic number: 3,47
jitwatch,org.adoptopenjdk.jitwatch.model.assembly.arm,AssemblyParserARM,createInstruction,Magic Number,The method contains a magic number: 2,47
jitwatch,org.adoptopenjdk.jitwatch.model.assembly.arm,AssemblyParserARM,createInstruction,Magic Number,The method contains a magic number: 3,47
jitwatch,org.adoptopenjdk.jitwatch.model.assembly.arm,AssemblyParserARM,parseInstruction,Complex Conditional,"The conditional expression ""data64"".equals(part) || ""data32"".equals(part) || ""data16"".equals(part)|| ""data8"".equals(part)|| ""lock"".equals(part) is complex.",111
jitwatch,org.adoptopenjdk.jitwatch.model.assembly.arm,AssemblyParserARM,parseInstruction,Complex Method,Cyclomatic complexity of the method is 15,111
jitwatch,org.adoptopenjdk.jitwatch.model.assembly.arm,AssemblyParserARM,parseInstruction,Long Parameter List,The method has 5 parameters. ,111
jitwatch,org.adoptopenjdk.jitwatch.model.assembly.arm,AssemblyParserARM,parseInstruction,Long Statement,"The length of the statement ""if (""data64"".equals(part) || ""data32"".equals(part) || ""data16"".equals(part)|| ""data8"".equals(part)|| ""lock"".equals(part)) {"" is 123.",111
jitwatch,org.adoptopenjdk.jitwatch.model.assembly.x86,AssemblyParserX86,createInstruction,Complex Method,Cyclomatic complexity of the method is 10,51
jitwatch,org.adoptopenjdk.jitwatch.model.assembly.x86,AssemblyParserX86,createInstruction,Magic Number,The method contains a magic number: 3,51
jitwatch,org.adoptopenjdk.jitwatch.model.assembly.x86,AssemblyParserX86,createInstruction,Magic Number,The method contains a magic number: 2,51
jitwatch,org.adoptopenjdk.jitwatch.model.assembly.x86,AssemblyParserX86,createInstruction,Magic Number,The method contains a magic number: 3,51
jitwatch,org.adoptopenjdk.jitwatch.model.assembly.x86,AssemblyParserX86,parseInstruction,Complex Conditional,"The conditional expression ""data64"".equals(part) || ""data32"".equals(part) || ""data16"".equals(part)|| ""data8"".equals(part)|| ""lock"".equals(part) is complex.",114
jitwatch,org.adoptopenjdk.jitwatch.model.assembly.x86,AssemblyParserX86,parseInstruction,Complex Method,Cyclomatic complexity of the method is 15,114
jitwatch,org.adoptopenjdk.jitwatch.model.assembly.x86,AssemblyParserX86,parseInstruction,Long Parameter List,The method has 5 parameters. ,114
jitwatch,org.adoptopenjdk.jitwatch.model.assembly.x86,AssemblyParserX86,parseInstruction,Long Statement,"The length of the statement ""if (""data64"".equals(part) || ""data32"".equals(part) || ""data16"".equals(part)|| ""data8"".equals(part)|| ""lock"".equals(part)) {"" is 123.",114
jitwatch,org.adoptopenjdk.jitwatch.model.assembly.x86,AssemblyParserX86,isRegister,Long Statement,"The length of the statement ""return operand.startsWith(S_PERCENT) || operand.contains(""(%"") || operand.contains(S_OPEN_SQUARE_BRACKET)|| (!isConstant(mnemonic`operand) && !isAddress(mnemonic`operand));"" is 172.",222
jitwatch,org.adoptopenjdk.jitwatch.model.bytecode,BCParamSwitch,toString,Magic Number,The method contains a magic number: 16,31
jitwatch,org.adoptopenjdk.jitwatch.model.bytecode,BCParamSwitch,toString,Magic Number,The method contains a magic number: 16,50
jitwatch,org.adoptopenjdk.jitwatch.model.bytecode,BytecodeAnnotationBuilder,BytecodeAnnotationBuilder,Long Identifier,The length of the parameter processAnnotationsForInlinedMethods is 35.,104
jitwatch,org.adoptopenjdk.jitwatch.model.bytecode,BytecodeAnnotationBuilder,BytecodeAnnotationBuilder,Long Identifier,The length of the field processAnnotationsForInlinedMethods is 35.,104
jitwatch,org.adoptopenjdk.jitwatch.model.bytecode,BytecodeAnnotationBuilder,buildEliminationTagAnnotations,Magic Number,The method contains a magic number: 9,183
jitwatch,org.adoptopenjdk.jitwatch.model.bytecode,BytecodeAnnotationBuilder,visitTag,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@728fda22,195
jitwatch,org.adoptopenjdk.jitwatch.model.bytecode,BytecodeAnnotationBuilder,visitTagEliminateAllocation,Complex Method,Cyclomatic complexity of the method is 8,274
jitwatch,org.adoptopenjdk.jitwatch.model.bytecode,BytecodeAnnotationBuilder,visitTagEliminateAllocation,Long Identifier,The length of the field processAnnotationsForInlinedMethods is 35.,274
jitwatch,org.adoptopenjdk.jitwatch.model.bytecode,BytecodeAnnotationBuilder,visitTagEliminateLock,Long Identifier,The length of the field processAnnotationsForInlinedMethods is 35.,395
jitwatch,org.adoptopenjdk.jitwatch.model.bytecode,BytecodeAnnotationBuilder,buildParseTagAnnotations,Complex Method,Cyclomatic complexity of the method is 30,494
jitwatch,org.adoptopenjdk.jitwatch.model.bytecode,BytecodeAnnotationBuilder,buildParseTagAnnotations,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@3303f533,494
jitwatch,org.adoptopenjdk.jitwatch.model.bytecode,BytecodeAnnotationBuilder,buildInlineAnnotation,Long Parameter List,The method has 5 parameters. ,750
jitwatch,org.adoptopenjdk.jitwatch.model.bytecode,BytecodeInstruction,getLabelLines,Magic Number,The method contains a magic number: 2,127
jitwatch,org.adoptopenjdk.jitwatch.model.bytecode,BytecodeInstruction,toStringComplete,Magic Number,The method contains a magic number: 1000,140
jitwatch,org.adoptopenjdk.jitwatch.model.bytecode,BytecodeInstruction,toStringNonSwitch,Magic Number,The method contains a magic number: 16,166
jitwatch,org.adoptopenjdk.jitwatch.model.bytecode,BytecodeInstruction,toStringNonSwitch,Magic Number,The method contains a magic number: 2,166
jitwatch,org.adoptopenjdk.jitwatch.model.bytecode,BytecodeInstruction,toStringNonSwitch,Magic Number,The method contains a magic number: 5,166
jitwatch,org.adoptopenjdk.jitwatch.model.bytecode,BytecodeInstruction,toStringSwitch,Magic Number,The method contains a magic number: 3,207
jitwatch,org.adoptopenjdk.jitwatch.model.bytecode,BytecodeInstruction,hashCode,Magic Number,The method contains a magic number: 31,249
jitwatch,org.adoptopenjdk.jitwatch.model.bytecode,BytecodeInstruction,hashCode,Magic Number,The method contains a magic number: 1231,249
jitwatch,org.adoptopenjdk.jitwatch.model.bytecode,BytecodeInstruction,hashCode,Magic Number,The method contains a magic number: 1237,249
jitwatch,org.adoptopenjdk.jitwatch.model.bytecode,BytecodeInstruction,equals,Complex Method,Cyclomatic complexity of the method is 13,262
jitwatch,org.adoptopenjdk.jitwatch.model.bytecode,ClassBC,getJavaVersion,Magic Number,The method contains a magic number: 50,184
jitwatch,org.adoptopenjdk.jitwatch.model.bytecode,ClassBC,getJavaVersion,Magic Number,The method contains a magic number: 49,184
jitwatch,org.adoptopenjdk.jitwatch.model.bytecode,ClassBC,getJavaVersion,Magic Number,The method contains a magic number: 48,184
jitwatch,org.adoptopenjdk.jitwatch.model.bytecode,ClassBC,getJavaVersion,Magic Number,The method contains a magic number: 47,184
jitwatch,org.adoptopenjdk.jitwatch.model.bytecode,ClassBC,getJavaVersion,Magic Number,The method contains a magic number: 46,184
jitwatch,org.adoptopenjdk.jitwatch.model.bytecode,ClassBC,getJavaVersion,Magic Number,The method contains a magic number: 45,184
jitwatch,org.adoptopenjdk.jitwatch.model.bytecode,ClassBC,getJavaVersion,Magic Number,The method contains a magic number: 44,184
jitwatch,org.adoptopenjdk.jitwatch.model.bytecode,ClassBC,getJavaVersion,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@4cd11bda,184
jitwatch,org.adoptopenjdk.jitwatch.model.bytecode,InnerClassRelationship,parse,Magic Number,The method contains a magic number: 2,26
jitwatch,org.adoptopenjdk.jitwatch.model.bytecode,InnerClassRelationship,parse,Magic Number,The method contains a magic number: 2,26
jitwatch,org.adoptopenjdk.jitwatch.model.bytecode,LineAnnotation,hashCode,Magic Number,The method contains a magic number: 31,43
jitwatch,org.adoptopenjdk.jitwatch.model.bytecode,LineAnnotation,equals,Complex Method,Cyclomatic complexity of the method is 11,54
jitwatch,org.adoptopenjdk.jitwatch.model.bytecode,LineTable,hashCode,Magic Number,The method contains a magic number: 31,214
jitwatch,org.adoptopenjdk.jitwatch.model.bytecode,LineTableEntry,hashCode,Magic Number,The method contains a magic number: 31,43
jitwatch,org.adoptopenjdk.jitwatch.model.bytecode,MemberBytecode,findLastBackBranchToBCI,Complex Method,Cyclomatic complexity of the method is 9,116
jitwatch,org.adoptopenjdk.jitwatch.model.bytecode,SourceMapper,getMemberBytecodeForSourceLine,Complex Method,Cyclomatic complexity of the method is 8,77
jitwatch,org.adoptopenjdk.jitwatch.parser,AbstractLogParser,addToClassModel,Long Statement,"The length of the statement ""logError(""UnsupportedClassVersionError! Tried to load a class file with an unsupported format (later version than this JVM)"");"" is 126.",285
jitwatch,org.adoptopenjdk.jitwatch.parser,AbstractLogParser,handleTagNMethod,Complex Method,Cyclomatic complexity of the method is 9,376
jitwatch,org.adoptopenjdk.jitwatch.parser,AbstractLogParser,handleMember,Complex Method,Cyclomatic complexity of the method is 11,574
jitwatch,org.adoptopenjdk.jitwatch.parser,AbstractLogParser,handleMember,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@275c3ac1,574
jitwatch,org.adoptopenjdk.jitwatch.parser,ParserFactory,getParser,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@2b0eaac2,19
jitwatch,org.adoptopenjdk.jitwatch.parser.hotspot,HotSpotLogParser,getBaseTimestamp,Magic Number,The method contains a magic number: 1000,110
jitwatch,org.adoptopenjdk.jitwatch.parser.hotspot,HotSpotLogParser,splitLogFile,Complex Conditional,The conditional expression firstChar == C_OPEN_ANGLE || firstChar == C_OPEN_SQUARE_BRACKET || firstChar == C_AT is complex.,183
jitwatch,org.adoptopenjdk.jitwatch.parser.hotspot,HotSpotLogParser,splitLogFile,Magic Number,The method contains a magic number: 65536,183
jitwatch,org.adoptopenjdk.jitwatch.parser.hotspot,HotSpotLogParser,handleLogLine,Complex Conditional,The conditional expression currentLine.startsWith(TAG_OPEN_CDATA) || currentLine.startsWith(TAG_CLOSE_CDATA) || currentLine.startsWith(TAG_OPEN_CLOSE_CDATA) is complex.,240
jitwatch,org.adoptopenjdk.jitwatch.parser.hotspot,HotSpotLogParser,handleLogLine,Complex Method,Cyclomatic complexity of the method is 12,240
jitwatch,org.adoptopenjdk.jitwatch.parser.hotspot,HotSpotLogParser,handleLogLine,Long Statement,"The length of the statement ""if (currentLine.startsWith(TAG_OPEN_CDATA) || currentLine.startsWith(TAG_CLOSE_CDATA) || currentLine.startsWith(TAG_OPEN_CLOSE_CDATA)) {"" is 136.",240
jitwatch,org.adoptopenjdk.jitwatch.parser.hotspot,HotSpotLogParser,handleTag,Complex Method,Cyclomatic complexity of the method is 11,339
jitwatch,org.adoptopenjdk.jitwatch.parser.hotspot,HotSpotLogParser,handleTag,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@78868fd,339
jitwatch,org.adoptopenjdk.jitwatch.parser.hotspot,HotSpotLogParser,buildParsedClasspath,Empty catch clause,The method has an empty catch block.,462
jitwatch,org.adoptopenjdk.jitwatch.parser.j9,J9Line,setRange,Magic Number,The method contains a magic number: 2,78
jitwatch,org.adoptopenjdk.jitwatch.parser.j9,J9Line,getNativeSize,Magic Number,The method contains a magic number: 16,145
jitwatch,org.adoptopenjdk.jitwatch.parser.j9,J9Line,getNativeSize,Magic Number,The method contains a magic number: 16,145
jitwatch,org.adoptopenjdk.jitwatch.parser.j9,J9LogParser,handleTag,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@4343ac1d,72
jitwatch,org.adoptopenjdk.jitwatch.parser.j9,J9LogParser,splitLogFile,Magic Number,The method contains a magic number: 65536,101
jitwatch,org.adoptopenjdk.jitwatch.parser.j9,J9Util,parseLine,Magic Number,The method contains a magic number: 2,13
jitwatch,org.adoptopenjdk.jitwatch.parser.zing,ZingLine,toString,Long Statement,"The length of the statement ""return ""ZingLine [compileId="" + compileId + ""` tier=""+ tier+ ""` bytecodeSize=""+ bytecodeSize+ ""` nativeSize=""+ nativeSize+ ""` score=""+ score+ ""` throwsExceptions=""+ throwsExceptions+ ""` stashedCompile=""+ stashedCompile+ ""` timestampMillisQueued=""+ timestampMillisQueued+ ""` timestampMillisCompileStart=""+ timestampMillisCompileStart+ ""` timestampMillisNMethodEmitted=""+ timestampMillisNMethodEmitted+ ""` signature=""+ signature+ ""` startAddress=""+ startAddress+ ""` endAddress=""+ endAddress+ ""` lineType=""+ lineType+ ""]"";"" is 519.",167
jitwatch,org.adoptopenjdk.jitwatch.parser.zing,ZingLine,toTagNMethod,Magic Number,The method contains a magic number: 3,196
jitwatch,org.adoptopenjdk.jitwatch.parser.zing,ZingLogParser,getWaitedTime,Magic Number,The method contains a magic number: 3,74
jitwatch,org.adoptopenjdk.jitwatch.parser.zing,ZingLogParser,getWaitedTime,Magic Number,The method contains a magic number: 2,74
jitwatch,org.adoptopenjdk.jitwatch.parser.zing,ZingLogParser,getCompileTime,Long Identifier,The length of the field PATTERN_COMPILE_TIME_SIGNATURE is 30.,102
jitwatch,org.adoptopenjdk.jitwatch.parser.zing,ZingLogParser,getCompileTime,Magic Number,The method contains a magic number: 3,102
jitwatch,org.adoptopenjdk.jitwatch.parser.zing,ZingLogParser,getCompileTime,Magic Number,The method contains a magic number: 2,102
jitwatch,org.adoptopenjdk.jitwatch.parser.zing,ZingLogParser,parseLine,Complex Method,Cyclomatic complexity of the method is 8,130
jitwatch,org.adoptopenjdk.jitwatch.parser.zing,ZingLogParser,parseLogFile,Complex Method,Cyclomatic complexity of the method is 8,296
